"","Language_ID","GB020","GB021","GB022","GB023","GB024","GB025","GB026","GB027","GB028","GB030","GB031","GB035","GB036","GB037","GB038","GB039","GB041","GB042","GB043","GB044","GB046","GB047","GB048","GB049","GB051","GB052","GB053","GB054","GB057","GB058","GB059","GB065","GB068","GB069","GB070","GB071","GB072","GB073","GB074","GB075","GB079","GB080","GB081","GB082","GB083","GB084","GB086","GB089","GB090","GB091","GB092","GB093","GB094","GB095","GB096","GB098","GB099","GB103","GB104","GB105","GB107","GB108","GB109","GB110","GB111","GB113","GB114","GB115","GB116","GB117","GB118","GB119","GB120","GB121","GB122","GB123","GB124","GB126","GB127","GB129","GB130","GB131","GB132","GB133","GB134","GB135","GB136","GB137","GB138","GB139","GB140","GB146","GB147","GB148","GB149","GB150","GB151","GB152","GB155","GB156","GB158","GB159","GB160","GB165","GB166","GB167","GB170","GB171","GB172","GB177","GB184","GB185","GB186","GB187","GB188","GB192","GB193","GB196","GB197","GB198","GB203","GB204","GB250","GB252","GB253","GB254","GB256","GB257","GB260","GB262","GB263","GB264","GB265","GB266","GB270","GB273","GB275","GB276","GB285","GB286","GB291","GB296","GB297","GB298","GB299","GB300","GB301","GB302","GB303","GB304","GB305","GB306","GB309","GB312","GB313","GB314","GB315","GB316","GB317","GB318","GB319","GB320","GB321","GB322","GB323","GB324","GB325","GB326","GB327","GB328","GB329","GB330","GB331","GB333","GB334","GB335","GB336","GB400","GB401","GB402","GB403","GB408","GB409","GB410","GB415","GB421","GB422","GB430","GB431","GB432","GB433","GB519","GB520","GB521","GB522","Name","Macroarea","Latitude","Longitude","Glottocode","ISO639P3code","Countries","Family_ID","Language_ID.y","Closest_ISO369P3code","First_Year_Of_Documentation","Last_Year_Of_Documentation","LMP_POP1","AES","EGIDS","L1_POP","nochildren"
"1474","natu1246",1,0,1,0,NA,NA,NA,NA,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,1,1,2,NA,NA,NA,1,NA,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,1,0,0,0,1,NA,1,1,NA,1,1,NA,0,1,1,NA,NA,NA,NA,1,0,0,0,1,NA,0,1,NA,0,2,1,0,0,NA,NA,0,0,0,1,NA,NA,1,NA,NA,0,NA,1,1,NA,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,1,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,1,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,1,0,1,0,NA,"Natügu","Papunesia",-10.6771,165.835,"natu1246","ntu","SB","aust1307","","ntu",NA,NA,NA,NA,NA,NA,NA
"1475","naue1237",1,0,0,1,2,2,0,0,1,0,1,1,0,0,0,0,NA,0,0,0,1,1,NA,NA,0,0,0,0,1,0,0,3,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,NA,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,0,1,0,NA,0,0,0,1,1,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,NA,1,"Nauete","Papunesia",-8.70733,126.741,"naue1237","nxa","TL","aust1307","","nxa",NA,NA,1000,"shifting","6a",1000,0
"1476","naur1243",0,0,0,1,2,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,NA,1,0,0,0,1,1,1,0,0,1,2,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,NA,0,1,NA,NA,NA,0,1,NA,1,1,0,0,0,NA,0,1,1,NA,0,1,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,NA,0,0,1,NA,NA,0,0,0,1,NA,0,1,1,NA,NA,1,1,1,1,0,0,NA,NA,0,0,1,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,1,0,0,0,1,0,0,0,0,1,1,0,1,NA,"Nauru","Papunesia",-0.52957,166.922,"naur1243","nau","NR","aust1307","","nau",NA,NA,6000,"shifting","3",6000,0
"1477","nava1243",1,0,0,1,3,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,NA,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,0,0,0,0,NA,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,NA,0,1,0,1,0,0,0,1,0,0,NA,1,0,0,1,0,1,1,0,NA,0,0,1,0,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,NA,1,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,"Navajo","North America",36.33,-109.38,"nava1243","nav","US","atha1245","","nav",NA,NA,149000,"not endangered","6b",149000,1
"1478","nawu1242",0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,1,1,1,1,1,0,NA,0,0,NA,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,NA,0,2,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,NA,0,0,1,0,NA,0,0,0,1,1,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,NA,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,NA,"Nawuri","Africa",8.45116,0.04947,"nawu1242","naw","GH","atla1278","","naw",NA,NA,14000,"not endangered","5",14000,0
"1479","naxi1245",1,NA,0,1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,NA,NA,1,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,1,0,0,0,NA,NA,NA,1,NA,0,NA,0,0,1,NA,NA,1,0,1,0,1,NA,0,NA,NA,NA,NA,0,NA,NA,1,1,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,2,0,0,0,2,0,1,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,1,0,NA,0,NA,1,1,NA,NA,0,0,0,0,NA,1,0,0,0,0,1,1,0,NA,1,0,1,0,0,NA,1,0,0,0,NA,NA,0,0,1,0,NA,0,0,0,0,0,0,0,1,1,1,1,"Naxi","Eurasia",27.5,100,"naxi1245","nxq","CN","sino1245","","nxq",NA,NA,NA,NA,NA,NA,NA
"1480","ncan1245",0,0,0,0,2,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,0,1,NA,NA,NA,NA,1,NA,0,0,0,2,1,1,0,0,0,0,1,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,NA,0,0,0,NA,NA,NA,0,1,1,0,0,0,NA,NA,NA,0,NA,0,1,0,1,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,1,0,0,NA,0,1,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,1,2,NA,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,1,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,0,0,0,0,NA,NA,NA,0,1,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,0,1,NA,1,0,0,0,0,0,0,1,1,0,"Ncane-Mungong","Africa",6.50696,10.5312,"ncan1245","ncr","CM","atla1278","","ncr",NA,NA,15500,"not endangered","6a",15500,0
"1481","ndam1239",0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,2,NA,NA,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,NA,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,NA,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,0,0,1,2,0,NA,NA,NA,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,"Ndamba","Africa",-8.40485,36.0271,"ndam1239","ndj","TZ","atla1278","","ndj",NA,NA,55000,"threatened","6b",55000,1
"1482","ndam1251",NA,NA,NA,NA,2,NA,NA,NA,0,1,0,NA,NA,NA,0,1,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2,NA,NA,0,0,1,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,1,NA,NA,NA,NA,"Ndam","Africa",9.79369,17.326,"ndam1251","ndm","TD","afro1255","","ndm",NA,NA,6500,"shifting","6a",6500,0
"1483","nden1248",0,0,0,0,2,2,NA,NA,0,0,0,1,0,0,0,1,NA,1,0,1,NA,1,1,1,NA,NA,NA,NA,0,0,1,2,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,NA,NA,NA,NA,1,1,NA,0,1,NA,NA,NA,1,0,1,NA,1,NA,0,0,1,0,NA,NA,1,NA,0,1,0,1,0,1,1,NA,1,1,1,1,NA,1,0,0,NA,NA,NA,1,0,NA,1,1,0,0,0,1,1,0,NA,1,1,0,1,1,0,2,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ndengereko","Africa",-7.54628,38.958,"nden1248","ndg","TZ","atla1278","","ndg",NA,NA,110000,"threatened","6b",110000,1
"1484","ndob1238",0,0,0,NA,2,2,NA,0,0,NA,0,1,0,0,0,1,0,1,0,1,NA,1,NA,NA,0,NA,1,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,1,NA,NA,0,1,0,NA,NA,NA,1,NA,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,0,1,1,NA,NA,NA,0,2,0,0,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,0,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,1,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ndobo","Africa",1.32539,18.6151,"ndob1238","ndw","CD","atla1278","","ndw",NA,NA,10200,"not endangered","6a",10200,0
"1485","ndog1248",0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,1,2,NA,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,NA,1,0,1,0,1,NA,1,1,0,0,NA,0,0,0,0,0,0,0,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,NA,NA,NA,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,NA,1,0,NA,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,0,1,0,0,0,0,1,1,0,0,0,NA,0,0,0,0,1,0,NA,NA,0,0,0,1,1,1,1,0,"Ndogo","Africa",7.73028,27.5588,"ndog1248","ndz","SS","atla1278","","ndz",NA,NA,0,"not endangered","5",0,0
"1486","ndom1245",0,0,0,0,2,NA,0,NA,0,0,0,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,NA,1,NA,0,0,1,0,0,0,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,1,0,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,0,NA,0,NA,NA,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,"Ndom","Papunesia",-7.93553,138.019,"ndom1245","nqm","ID","kolo1268","","nqm",NA,NA,1200,"threatened","6a",1200,0
"1487","ndun1249",0,0,0,0,2,3,0,NA,0,0,0,0,0,0,0,0,NA,1,0,1,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,1,NA,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,NA,1,1,0,NA,NA,0,0,0,0,0,0,NA,NA,0,1,0,1,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,1,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,2,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,1,NA,0,NA,NA,0,0,0,0,NA,1,0,0,0,NA,NA,1,0,0,NA,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,0,0,0,0,1,"Ndunga","Africa",2.3886,21.5755,"ndun1249","ndt","CD","atla1278","","ndt",NA,NA,2500,"threatened","6a",2500,0
"1488","nege1240",0,0,0,0,NA,NA,NA,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,2,0,0,0,0,0,0,1,0,1,1,NA,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,0,0,1,0,NA,NA,0,0,0,1,NA,0,1,0,NA,1,0,1,0,NA,NA,NA,0,0,NA,0,NA,1,0,0,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,2,0,0,0,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,"Negeri Sembilan Malay","Eurasia",2.66503,102.291,"nege1240","zmi","MY","aust1307","","zmi",NA,NA,507500,"threatened","6b",507500,1
"1489","negi1245",0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,NA,0,0,0,1,1,NA,NA,1,0,0,0,0,1,0,1,3,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,1,0,NA,NA,1,0,1,NA,NA,0,NA,NA,0,1,0,0,1,1,NA,0,1,0,1,NA,NA,1,0,0,1,0,0,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,1,1,0,1,0,0,0,NA,NA,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,NA,0,0,1,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,0,0,1,0,0,0,NA,NA,0,0,0,1,0,0,0,NA,"Negidal","Eurasia",52.96584,139.20575,"negi1245","neg","RU","tung1282","","neg",NA,NA,150,"moribund","8b",150,1
"1490","neha1247",1,1,1,0,1,3,NA,NA,1,1,1,0,0,0,1,NA,NA,0,0,0,NA,NA,NA,1,0,0,0,0,0,1,1,3,NA,NA,0,0,0,1,1,0,1,NA,0,0,0,0,1,1,1,1,1,1,0,NA,NA,NA,NA,0,NA,1,0,1,NA,NA,0,1,0,1,0,0,1,1,NA,1,NA,NA,NA,1,NA,NA,3,0,1,0,1,NA,0,0,0,NA,NA,NA,0,0,0,0,0,1,1,0,NA,NA,NA,0,0,NA,0,NA,1,0,0,NA,1,NA,NA,0,3,0,0,NA,1,0,0,NA,NA,1,NA,1,0,0,0,0,NA,NA,NA,NA,1,NA,0,0,0,NA,0,0,1,0,NA,0,0,0,1,0,0,NA,0,0,0,1,0,1,0,0,1,NA,NA,0,NA,NA,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,0,1,0,0,1,0,1,0,0,1,0,1,0,1,"Nehan","Papunesia",-4.56875,154.2,"neha1247","nsn","PG","aust1307","","nsn",NA,NA,6500,"not endangered","5",6500,0
"1491","nend1239",0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,NA,0,0,1,0,1,1,NA,0,0,1,0,0,0,1,3,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,NA,NA,0,1,0,1,1,0,1,NA,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,NA,NA,1,1,NA,0,0,0,0,0,0,0,0,0,0,1,NA,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,NA,0,NA,NA,NA,NA,NA,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,1,0,0,0,0,0,0,NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,"Nend","Papunesia",-5.04271,144.886,"nend1239","anh","PG","nucl1709","","anh",NA,NA,2000,"not endangered","6a",2000,0
"1492","nene1249",0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,NA,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,NA,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,NA,NA,NA,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,"Tundra Nenets","Eurasia",66.1775,71.0234,"nene1249","yrk","RU","ural1272","","yrk",NA,NA,31300,"shifting","6b",31300,1
"1493","neng1238",1,0,1,0,1,2,0,0,1,0,1,0,0,0,0,0,NA,0,0,0,1,1,NA,NA,0,0,0,0,0,0,1,2,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,NA,0,0,0,NA,NA,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,NA,NA,0,0,NA,0,0,1,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,0,0,0,1,1,0,NA,NA,NA,NA,1,0,0,0,0,NA,1,NA,NA,0,1,0,0,0,NA,0,0,1,0,NA,0,0,NA,1,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,1,0,1,1,0,0,0,0,0,1,1,0,0,NA,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,"Nengone","Papunesia",-21.5305,167.964,"neng1238","nen","NC","aust1307","","nen",NA,NA,6500,"not endangered","5",6500,0
"1494","nenn1238",0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,"Nen","Papunesia",-8.62183,142.032,"nenn1238","nqn","PG","more1255","","nqn",NA,NA,250,"shifting","6a",250,0
"1495","nepa1254",0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,NA,0,0,1,NA,NA,NA,NA,1,0,0,0,1,0,NA,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,NA,0,0,0,1,0,NA,NA,1,1,0,0,0,1,NA,1,1,0,1,1,0,1,1,NA,1,0,0,1,1,NA,NA,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,NA,1,0,0,0,1,1,0,NA,NA,1,1,0,0,0,1,1,NA,NA,NA,NA,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,NA,1,0,0,0,NA,0,0,1,1,NA,1,1,1,NA,NA,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,1,0,0,1,1,0,0,0,1,0,0,0,0,1,"Nepali","Eurasia",28,85,"nepa1254","npi","NP","indo1319","","npi",NA,NA,NA,NA,NA,NA,NA
"1496","nese1235",1,0,0,1,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,0,1,1,0,0,0,NA,0,0,1,0,NA,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,"Nese","Papunesia",-15.952608,167.222769,"nese1235","","VU","aust1307","","",NA,NA,NA,NA,NA,NA,NA
"1497","newa1246",0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,NA,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,NA,NA,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,NA,0,1,0,0,1,0,0,0,2,NA,0,0,0,1,1,NA,NA,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,NA,NA,0,1,0,1,0,1,0,0,0,0,NA,NA,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,"Kathmandu Valley Newari","Eurasia",27.67,85.326,"newa1246","new","IN;NP","sino1245","","new",NA,NA,839000,"shifting","4",839000,0
"1498","nezp1238",0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,NA,0,0,0,1,0,1,1,1,0,0,0,0,0,0,NA,1,NA,NA,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,NA,1,1,1,1,1,0,0,0,0,1,NA,0,NA,0,0,3,1,1,1,1,1,0,0,1,1,1,NA,1,NA,0,NA,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,NA,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,"Nez Perce","North America",46.3073,-116.408,"nezp1238","nez","US","saha1239","","nez",NA,NA,200,"nearly extinct","8a",200,1
