"","Language_ID","GB020","GB021","GB022","GB023","GB024","GB025","GB026","GB027","GB028","GB030","GB031","GB035","GB036","GB037","GB038","GB039","GB041","GB042","GB043","GB044","GB046","GB047","GB048","GB049","GB051","GB052","GB053","GB054","GB057","GB058","GB059","GB065","GB068","GB069","GB070","GB071","GB072","GB073","GB074","GB075","GB079","GB080","GB081","GB082","GB083","GB084","GB086","GB089","GB090","GB091","GB092","GB093","GB094","GB095","GB096","GB098","GB099","GB103","GB104","GB105","GB107","GB108","GB109","GB110","GB111","GB113","GB114","GB115","GB116","GB117","GB118","GB119","GB120","GB121","GB122","GB123","GB124","GB126","GB127","GB129","GB130","GB131","GB132","GB133","GB134","GB135","GB136","GB137","GB138","GB139","GB140","GB146","GB147","GB148","GB149","GB150","GB151","GB152","GB155","GB156","GB158","GB159","GB160","GB165","GB166","GB167","GB170","GB171","GB172","GB177","GB184","GB185","GB186","GB187","GB188","GB192","GB193","GB196","GB197","GB198","GB203","GB204","GB250","GB252","GB253","GB254","GB256","GB257","GB260","GB262","GB263","GB264","GB265","GB266","GB270","GB273","GB275","GB276","GB285","GB286","GB291","GB296","GB297","GB298","GB299","GB300","GB301","GB302","GB303","GB304","GB305","GB306","GB309","GB312","GB313","GB314","GB315","GB316","GB317","GB318","GB319","GB320","GB321","GB322","GB323","GB324","GB325","GB326","GB327","GB328","GB329","GB330","GB331","GB333","GB334","GB335","GB336","GB400","GB401","GB402","GB403","GB408","GB409","GB410","GB415","GB421","GB422","GB430","GB431","GB432","GB433","GB519","GB520","GB521","GB522","Name","Macroarea","Latitude","Longitude","Glottocode","ISO639P3code","Countries","Family_ID","Language_ID.y","Closest_ISO369P3code","First_Year_Of_Documentation","Last_Year_Of_Documentation","LMP_POP1","AES","EGIDS","L1_POP","nochildren"
"268","bila1255",0,0,0,0,2,2,NA,0,0,1,0,1,0,0,0,0,0,1,0,1,0,NA,0,1,0,0,1,0,0,1,1,2,0,0,0,0,0,0,NA,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,NA,1,0,NA,1,0,0,0,1,1,1,1,0,1,0,0,0,0,NA,NA,0,NA,0,0,1,0,1,0,NA,NA,1,NA,1,NA,NA,NA,0,0,0,NA,NA,0,1,0,0,0,1,0,0,0,1,1,0,NA,1,1,0,0,NA,0,2,0,0,1,2,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,1,0,0,0,NA,NA,NA,1,"Bila","Africa",1.16839,28.7626,"bila1255","bip","CD","atla1278","","bip",NA,NA,40000,"not endangered","6a",40000,0
"269","bilb1241",1,1,0,1,2,2,0,0,1,0,0,0,0,0,0,1,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,1,0,0,1,NA,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,NA,NA,1,1,NA,0,0,1,NA,0,NA,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,1,0,1,0,NA,NA,1,1,0,1,1,0,NA,NA,0,NA,NA,0,NA,NA,0,1,1,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,2,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,0,1,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,0,1,0,0,0,NA,1,NA,0,1,1,0,NA,NA,0,0,0,1,NA,NA,0,1,"Bilibil","Papunesia",-5.26505,145.764,"bilb1241","brz","PG","aust1307","","brz",NA,NA,1250,"threatened","6b",1250,1
"270","bili1250",0,0,0,0,3,1,1,NA,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,3,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,NA,NA,1,0,1,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bilinarra","Australia",-16.868771,130.533991,"bili1250","","AU","pama1250","ngar1235","nbj",NA,NA,170,"shifting","7",170,1
"271","bili1260",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,NA,3,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,NA,0,0,1,1,0,NA,NA,1,1,1,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,0,3,1,1,1,1,NA,0,0,0,1,0,NA,1,0,0,NA,NA,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,1,0,1,0,NA,0,0,0,NA,NA,0,0,NA,0,0,0,1,1,0,1,0,0,0,0,0,0,NA,NA,0,NA,1,1,NA,NA,NA,NA,1,1,0,0,0,NA,NA,0,1,0,0,0,NA,NA,0,0,1,0,0,0,0,NA,"Bilin","Africa",15.7833,38.3917,"bili1260","byn","ER","afro1255","","byn",NA,NA,91000,"threatened","5",91000,0
"272","bilu1245",1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bilua","Papunesia",-7.92388,156.663,"bilu1245","blb","SB","","","blb",NA,NA,8740,"shifting","5",8740,0
"273","bimi1240",1,1,0,1,2,2,NA,0,0,1,1,0,1,1,0,0,0,0,0,0,NA,1,NA,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,NA,NA,0,1,0,0,1,1,1,1,1,0,1,NA,NA,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,2,NA,0,0,0,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,1,0,NA,0,0,0,0,1,0,NA,0,0,1,0,1,0,NA,NA,0,0,0,0,0,0,0,1,"Bimin","Papunesia",-5.38732,142.04,"bimi1240","bhl","PG","nucl1709","","bhl",NA,NA,2250,"threatened","4",2250,0
"274","bina1277",0,0,0,0,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,1,0,NA,NA,0,0,1,1,1,0,0,1,0,NA,NA,0,1,0,0,1,NA,NA,1,1,0,NA,NA,NA,0,0,0,1,1,1,0,0,1,1,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,2,0,0,0,2,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,0,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,0,1,0,0,NA,NA,0,0,1,0,0,0,0,0,"Binandere","Papunesia",-8.37433,147.884,"bina1277","bhg","PG","nucl1709","","bhg",NA,NA,7000,"not endangered","5",7000,0
"275","bine1240",0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,NA,1,1,0,NA,NA,0,0,0,0,NA,0,1,NA,0,1,0,0,1,NA,NA,0,0,1,1,NA,1,1,0,0,0,0,0,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bine","Papunesia",-9.08879,142.893,"bine1240","bon","PG","east2503","","bon",NA,NA,2000,"not endangered","5",2000,0
"276","bini1246",0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,0,1,1,0,0,1,1,0,NA,1,NA,1,1,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,NA,NA,NA,NA,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,1,1,0,0,1,0,1,0,1,0,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,1,0,0,"Bini","Africa",6.40701,5.70426,"bini1246","bin","NG","atla1278","","bin",NA,NA,1e+06,"not endangered","4",1e+06,0
"277","binu1244",1,1,1,0,NA,1,NA,NA,1,0,0,1,0,1,0,0,NA,0,0,0,1,NA,1,1,0,0,0,0,NA,0,NA,2,NA,NA,0,1,0,1,1,NA,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NA,0,NA,NA,1,0,NA,NA,0,0,0,1,NA,NA,NA,NA,0,2,1,0,0,NA,NA,0,NA,1,NA,NA,1,1,0,0,NA,NA,NA,1,0,1,NA,1,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,0,1,NA,0,0,1,NA,0,0,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,0,0,NA,NA,0,0,0,0,NA,0,0,NA,"Talaandig-Binukid","Papunesia",8.15933,124.892,"binu1244","bkd","PH","aust1307","","bkd",NA,NA,1e+05,"not endangered","5",1e+05,0
"278","bira1253",NA,0,0,NA,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,1,1,0,0,0,0,NA,3,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,NA,NA,1,0,0,NA,NA,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,NA,1,0,0,0,NA,NA,1,0,NA,NA,NA,0,0,NA,0,0,0,0,0,1,0,1,NA,0,1,0,0,0,2,NA,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,NA,0,NA,0,0,NA,0,0,NA,1,1,NA,1,1,0,0,0,0,0,0,0,0,NA,NA,0,0,1,1,0,0,0,0,NA,0,NA,0,1,NA,0,1,1,0,0,0,NA,NA,0,0,1,0,0,0,0,1,"Ongota","Africa",5.29807,37.025,"bira1253","bxe","ET","","","bxe",NA,NA,8,"nearly extinct","8b",8,1
"279","biri1256",0,0,0,0,3,3,0,NA,1,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,3,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,1,1,0,1,NA,0,0,0,NA,0,0,NA,0,0,1,0,0,1,NA,1,0,0,1,0,1,0,NA,NA,NA,0,0,0,1,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,1,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,1,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,1,1,NA,NA,0,0,0,0,1,0,0,0,0,1,"Biri","Australia",-20.1494,146.67,"biri1256","bzr","AU","pama1250","","bzr",NA,1985,0,"extinct","9",0,1
"280","birr1240",1,0,0,1,NA,2,NA,0,0,1,0,0,0,0,0,0,NA,0,0,0,NA,1,NA,NA,0,0,0,0,0,0,1,3,1,1,0,1,1,1,1,1,NA,0,0,0,0,1,NA,1,1,1,1,0,0,0,0,1,0,0,0,NA,0,0,NA,NA,0,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,0,1,NA,0,1,0,0,1,NA,1,1,1,0,0,NA,1,1,NA,0,NA,NA,0,NA,NA,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Birri","Africa",5.33,24.6,"birr1240","bvq","CF","cent2225","","bvq",NA,NA,NA,NA,NA,NA,NA
"281","bisl1239",1,0,1,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,NA,1,0,0,0,0,NA,1,1,0,0,1,0,1,0,1,1,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,NA,NA,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,"Bislama","Papunesia",-15.4,166.89,"bisl1239","bis","NC;VU","indo1319","","bis",NA,NA,6200,"not endangered","1",6200,0
"282","bisu1244",0,0,0,0,3,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,NA,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,0,1,1,1,0,0,0,0,NA,NA,0,1,0,0,1,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,1,NA,1,0,0,1,0,0,0,0,1,1,0,1,"Bisu","Eurasia",20.8542,99.9862,"bisu1244","bzi","CN;MM;TH","sino1245","","bzi",NA,NA,1240,"shifting","6b",1240,1
"283","bitt1240",0,0,0,0,3,2,0,NA,1,1,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,2,1,0,0,0,0,0,1,NA,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,NA,0,NA,1,NA,0,1,0,1,0,1,1,1,0,0,0,NA,NA,0,0,0,NA,0,0,1,NA,1,0,1,0,0,NA,0,0,0,0,0,0,0,1,NA,0,2,1,0,0,NA,NA,1,NA,NA,NA,NA,1,0,0,1,0,0,0,NA,1,0,0,0,0,0,NA,1,0,1,0,NA,1,NA,1,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,1,1,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,NA,"Bit","Eurasia",21.3474,101.916,"bitt1240","bgk","CN;LA","aust1305","","bgk",NA,NA,1730,"moribund","6a",1730,0
"284","biwa1243",0,0,0,0,1,3,NA,1,1,0,0,1,0,0,0,0,NA,0,0,1,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,0,0,1,0,NA,0,0,NA,1,NA,0,0,0,0,0,NA,NA,0,0,1,0,0,1,1,NA,1,1,0,1,NA,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,0,2,0,0,0,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,NA,1,0,1,1,1,1,1,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,0,1,0,1,0,0,0,1,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,NA,1,0,0,0,NA,"Biwat","Papunesia",-4.39429,143.873,"biwa1243","bwm","PG","yuat1252","","bwm",NA,NA,3040,"shifting","6a",3040,0
"285","blab1237",1,1,1,0,1,3,0,NA,1,0,1,1,0,1,0,0,0,0,0,0,0,1,NA,NA,0,0,0,0,0,1,1,2,1,1,0,0,0,0,1,0,1,1,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,NA,0,3,1,1,0,1,1,0,0,1,1,0,NA,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,1,1,1,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,1,0,1,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,0,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,1,0,NA,NA,0,0,1,0,NA,NA,1,1,"Blablanga","Papunesia",-8.15058,159.419,"blab1237","blp","SB","aust1307","","blp",NA,NA,1770,"shifting","6b",1770,1
"286","blan1242",0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,2,1,1,0,0,0,0,1,0,1,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,0,1,NA,0,1,NA,NA,NA,NA,1,NA,NA,1,NA,0,1,0,1,0,1,1,1,0,0,1,1,NA,0,0,0,NA,0,0,0,NA,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,NA,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,1,0,NA,NA,0,0,0,1,1,NA,NA,1,"Blang","Eurasia",22.0092,99.7405,"blan1242","blr","CN;MM;TH","aust1305","","blr",NA,NA,55200,"not endangered","6a",55200,0
"287","bobo1255",0,0,0,0,NA,2,NA,1,1,0,0,1,1,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,0,0,0,0,0,0,NA,1,0,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,0,0,0,1,NA,NA,1,1,"Bobongko","Papunesia",-0.36759,121.922,"bobo1255","bgb","ID","aust1307","","bgb",NA,NA,1500,"shifting","6a",1500,0
"288","bodo1267",0,NA,1,0,1,1,0,NA,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,0,1,0,1,1,NA,NA,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,0,0,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,1,0,1,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bodo Gadaba","Eurasia",18.3857,82.771,"bodo1267","gbj","IN","aust1305","","gbj",NA,NA,8000,"shifting","6b",8000,1
"289","bodo1269",0,0,0,0,2,NA,0,NA,0,0,0,0,0,0,0,1,NA,0,0,1,NA,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,1,1,0,NA,0,NA,0,0,0,0,NA,1,0,NA,NA,0,1,0,0,1,1,NA,0,1,0,1,NA,NA,1,0,0,0,NA,NA,1,0,1,0,1,0,0,NA,0,0,0,NA,0,NA,0,NA,NA,0,3,0,0,0,NA,NA,0,1,0,NA,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,1,0,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,0,0,1,0,0,1,NA,NA,0,0,1,0,0,0,0,0,"Bodo-Mech","Eurasia",26.1,92,"bodo1269","brx","IN;NP","sino1245","","brx",NA,NA,1543300,"threatened","5",1543300,0
"290","bodo1272",NA,NA,NA,NA,2,2,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"Bodo (Central African Republic)","Africa",6,26,"bodo1272","boy","CF","atla1278","","boy",NA,NA,15,"moribund","8b",15,1
"291","boht1238",1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,0,0,1,0,0,0,0,0,0,2,0,NA,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,NA,0,1,NA,0,1,0,0,1,NA,NA,0,0,1,NA,0,1,0,0,0,NA,NA,0,1,0,NA,NA,NA,0,0,0,1,1,0,0,1,1,0,1,0,1,NA,1,0,0,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,0,NA,0,1,0,0,1,0,NA,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,1,0,0,0,0,NA,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,"Gardabani Bohtan Neo-Aramaic","Eurasia",41.459,45.084,"boht1238","bhn","GE;RU","afro1255","","bhn",NA,NA,1000,"moribund","7",1000,1
"292","boka1249",0,0,0,0,2,3,0,NA,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,1,1,1,0,0,0,1,0,NA,1,1,0,1,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,NA,0,0,0,NA,0,0,0,1,1,0,0,0,NA,1,NA,1,0,0,1,0,0,1,1,NA,1,1,0,1,NA,NA,0,0,NA,1,NA,0,0,NA,0,NA,1,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,2,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,1,0,0,0,NA,NA,1,0,0,NA,1,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0,NA,1,1,0,NA,NA,NA,1,0,0,0,0,NA,0,0,1,0,0,0,NA,NA,0,0,0,0,1,1,NA,1,"Bokar-Ramo","Eurasia",28.61433,94.066429,"boka1249","","IN","sino1245","","",NA,NA,NA,NA,NA,NA,NA
